,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalSF,TotalAbvGrdSF,TotalPorchSF,TotalBathrooms,HasBasement,HasGarage,HasPorch,HasPool,WasRemodeled,IsNew,WasCompleted
567,568,20,RL,4.2626798770413155,9.227394126542011,Pave,0.0,1.0986122886681098,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,7,1.791759469228055,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.1298987149230735,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,6.0,1.0986122886681098,0.6931471805599453,0.0,7.323830566202317,1517,GasA,5,Y,SBrkr,7.336936913707618,0.0,0.0,7.336936913707618,0.0,0.0,2,0.0,3,0.6931471805599453,4,2.0794415416798357,8,0.0,0.0,Attchd,2004.0,2.0,2,532,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,3,2010,WD,Normal,12.273735966890268,8.023879992734878,7.336936913707618,0.0,2.0,1,1,0,0,0,1,1
568,569,50,RL,4.382026634673881,9.419628376999952,Pave,0.0,1.0986122886681098,1,4,Inside,2,SawyerW,Norm,Norm,1Fam,1.5Fin,8,2.1972245773362196,1983,2009,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.6094379124341003,1.3862943611198906,CBlock,4.0,3.0,1.6094379124341003,6.0,7.273786317844895,0.6931471805599453,0.0,4.02535169073515,1496,GasA,5,Y,SBrkr,7.311218384419629,6.456769655572163,0.0,7.665284718471351,0.6931471805599453,0.0,1,0.6931471805599453,1,0.6931471805599453,4,1.791759469228055,6,0.6931471805599453,4.0,BuiltIn,1983.0,3.0,2,612,4.0,3.0,3,5.857933154483459,3.713572066704308,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,9,2009,WD,Normal,12.665397584983758,8.19671240721307,7.665284718471351,3.713572066704308,2.5,1,1,1,0,1,0,1
569,570,90,RL,4.30406509320417,8.858368636308018,Pave,0.0,1.0986122886681098,4,4,Corner,3,NAmes,Norm,Norm,Duplex,SFoyer,5,1.791759469228055,1979,1979,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,4.0,3.0,1.6094379124341003,6.0,6.8501261661455,0.6931471805599453,0.0,0.0,943,GasA,3,Y,SBrkr,6.8501261661455,0.0,0.0,6.8501261661455,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,3,1.6094379124341003,8,1.0986122886681098,3.0,Detchd,1979.0,1.0,2,600,3.0,3.0,3,3.7612001156935624,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,12,2006,WD,Normal,11.820123358887447,7.54274354536855,6.8501261661455,0.0,2.0,1,1,0,0,0,0,1
570,571,90,RL,4.31748811353631,9.480520169291822,Pave,0.0,1.0986122886681098,4,4,Inside,3,NAmes,Norm,Norm,Duplex,1Story,5,1.791759469228055,1965,1965,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.6913478822291435,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,0.6931471805599453,2.0,5.44673737166631,0.6931471805599453,0.0,7.311886164077165,1728,GasA,3,Y,SBrkr,7.455298485683291,0.0,0.0,7.455298485683291,0.0,0.0,2,0.0,6,1.0986122886681098,3,2.3978952727983707,8,0.0,0.0,Detchd,1987.0,1.0,2,576,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,11,2008,WD,Normal,11.867805799560465,8.148156439921625,7.455298485683291,0.0,2.0,1,1,0,0,0,0,1
571,572,20,RL,4.110873864173311,8.9001399880938,Pave,0.0,0.6931471805599453,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1Story,6,1.9459101490553132,1959,1959,Gable,CompShg,WdShing,Wd Shng,BrkFace,5.337538079701318,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,0.6931471805599453,4.0,6.028278520230698,0.6931471805599453,0.0,6.111467339502679,864,GasA,5,Y,SBrkr,6.762729506931879,0.0,0.0,6.762729506931879,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,4,1.6094379124341003,8,0.0,0.0,Attchd,1959.0,1.0,1,288,3.0,3.0,3,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,10,2006,WD,Abnorml,11.695255355062795,7.455298485683291,6.762729506931879,0.0,2.0,1,1,0,0,0,0,1
572,573,60,RL,4.430816798843313,9.484937204879309,Pave,0.0,1.0986122886681098,2,4,Corner,3,Timber,Norm,Norm,1Fam,2Story,7,1.791759469228055,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.3862943611198906,1.3862943611198906,PConc,5.0,3.0,1.3862943611198906,1.0,0.0,0.6931471805599453,0.0,6.741700694652055,846,GasA,4,Y,SBrkr,6.741700694652055,6.741700694652055,0.0,7.4342573821331355,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,4,1.9459101490553132,8,0.0,0.0,Attchd,2009.0,2.0,2,650,3.0,3.0,3,5.342334251964811,4.74493212836325,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2009,New,Partial,12.32163544049751,7.839525581704678,7.4342573821331355,4.74493212836325,2.5,1,1,1,0,0,1,0
573,574,80,RL,4.343805421853684,9.207135241027235,Pave,0.0,1.0986122886681098,4,4,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,1.791759469228055,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.3862943611198906,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,5.953243334287785,384,GasA,5,Y,SBrkr,6.652863029353347,6.48768401848461,0.0,7.266128779556451,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,3,2.1972245773362196,8,0.6931471805599453,3.0,BuiltIn,2000.0,2.0,2,400,3.0,3.0,3,4.61512051684126,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,12,2007,WD,Normal,12.04355959836804,7.503840746698951,7.266128779556451,0.0,2.5,1,1,0,0,0,0,1
574,575,80,RL,4.2626798770413155,9.259225769705994,Pave,0.0,0.6931471805599453,4,4,FR2,3,NAmes,Norm,Norm,1Fam,SLvl,5,2.0794415416798357,1971,2005,Gambrel,CompShg,MetalSd,AsphShn,BrkFace,4.418840607796598,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,1.3862943611198906,5.0,5.857933154483459,0.6931471805599453,0.0,3.1780538303479458,372,GasA,3,Y,SBrkr,6.3578422665081,6.280395838960195,0.0,7.01211529430638,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,3,1.791759469228055,8,0.0,0.0,BuiltIn,1971.0,1.0,1,288,3.0,3.0,3,3.58351893845611,0.0,0.0,0.0,0.0,0.0,0.0,GdWo,Missing,0.0,12,2007,WD,Normal,11.842236406331555,7.301147805856032,7.01211529430638,0.0,1.5,1,1,0,0,1,0,1
575,576,50,RL,4.394449154672439,9.0455836463617,Pave,0.0,0.6931471805599453,4,4,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,5,1.791759469228055,1947,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,0.6931471805599453,3.0,6.093569770045136,0.6931471805599453,0.0,5.968707559985366,832,GasA,3,Y,SBrkr,6.725033642166843,5.953243334287785,0.0,7.104144092987527,0.0,0.0,1,0.0,2,0.6931471805599453,3,1.9459101490553132,8,0.0,0.0,Detchd,1947.0,1.0,1,336,3.0,3.0,3,5.0689042022202315,0.0,4.634728988229636,0.0,0.0,0.0,0.0,Missing,Missing,0.0,10,2008,COD,Abnorml,11.682676678340282,7.6251071482389,7.104144092987527,4.634728988229636,1.0,1,1,1,0,1,0,1
576,577,50,RL,3.970291913552122,8.747193183526933,Pave,0.0,0.6931471805599453,4,4,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,7,2.0794415416798357,1928,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.3862943611198906,1.3862943611198906,BrkTil,3.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.759255270663693,861,GasA,4,Y,SBrkr,6.777646593635117,6.398594934535208,0.0,7.298445101508147,0.0,0.6931471805599453,2,0.0,3,0.6931471805599453,3,1.9459101490553132,8,0.6931471805599453,4.0,Detchd,1928.0,1.0,1,216,3.0,3.0,3,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,8,2009,WD,Normal,11.884495917930655,7.757478766584179,7.298445101508147,3.9318256327243257,2.5,1,1,1,0,1,0,1
577,578,80,RL,4.574710978503383,9.373988663504516,Pave,0.0,1.0986122886681098,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,1.9459101490553132,1966,1966,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.584967478670572,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,1.3862943611198906,2.0,5.796057750765372,1.791759469228055,6.313548046277095,5.655991810819852,1164,GasA,5,Y,SBrkr,7.186144304522325,0.0,0.0,7.186144304522325,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,3,1.9459101490553132,8,1.0986122886681098,2.0,Attchd,1966.0,2.0,2,564,3.0,3.0,3,5.081404364984463,4.23410650459726,5.484796933490655,0.0,0.0,0.0,0.0,Missing,Missing,0.0,5,2006,WD,Abnorml,12.010671928196443,7.818027938530729,7.186144304522325,5.733341276897746,2.0,1,1,1,0,0,0,1
578,579,160,FV,3.5553480614894135,8.190077049719049,Pave,1.0986122886681098,0.6931471805599453,4,4,Corner,3,Somerst,Norm,Norm,TwnhsE,2Story,7,1.791759469228055,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.536691597591305,689,GasA,5,Y,SBrkr,6.556778356158042,6.536691597591305,0.0,7.239214973779806,0.0,0.0,2,0.0,2,0.6931471805599453,4,1.791759469228055,8,0.0,0.0,Detchd,2007.0,1.0,2,540,3.0,3.0,3,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,2,2008,WD,Abnorml,11.891368749982085,7.641084249174914,7.239214973779806,4.634728988229636,2.0,1,1,1,0,0,1,1
579,580,50,RM,4.406719247264253,9.405166749908611,Pave,0.6931471805599453,0.6931471805599453,4,4,Inside,3,OldTown,Norm,Norm,1Fam,1.5Fin,5,1.791759469228055,1954,1954,Gable,CompShg,MetalSd,MetalSd,BrkFace,5.817111159963204,1.3862943611198906,1.3862943611198906,BrkTil,3.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.957497370876951,1050,GasA,5,N,FuseF,6.957497370876951,6.61472560020376,0.0,7.493317248862145,0.0,0.0,2,0.0,4,0.6931471805599453,3,2.0794415416798357,8,0.0,0.0,Attchd,1954.0,1.0,1,352,2.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,11,2008,WD,Normal,11.78676973513378,7.953669778649798,7.493317248862145,0.0,2.0,1,1,0,0,0,0,1
580,581,20,RL,4.30406509320417,9.587817443544179,Pave,0.0,1.0986122886681098,4,4,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,6,1.9459101490553132,1960,1987,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,4.454347296253507,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,0.6931471805599453,4.0,6.38856140554563,1.3862943611198906,5.393627546352362,5.805134968916488,1144,GasA,5,Y,SBrkr,7.265429723253953,0.0,0.0,7.265429723253953,0.0,0.6931471805599453,1,0.0,3,0.6931471805599453,4,2.0794415416798357,8,1.0986122886681098,4.0,Attchd,1960.0,1.0,2,572,3.0,3.0,3,5.37989735354046,4.709530201312334,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,6,2007,WD,Normal,12.111217862017215,7.853216388156072,7.265429723253953,4.709530201312334,1.5,1,1,1,0,1,0,1
581,582,20,RL,4.59511985013459,9.449750895754265,Pave,0.0,0.6931471805599453,4,4,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,1.791759469228055,2008,2009,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.726847747587197,1.791759469228055,1.3862943611198906,PConc,5.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,7.622174594817622,2042,GasA,5,Y,SBrkr,7.622174594817622,0.0,0.0,7.622174594817622,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,5,2.1972245773362196,8,0.6931471805599453,4.0,Attchd,2009.0,2.0,3,1390,3.0,3.0,3,0.0,4.51085950651685,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,8,2009,New,Partial,12.442306148381938,8.315077007294104,7.622174594817622,4.51085950651685,2.5,1,1,1,0,1,1,0
582,583,90,RL,4.406719247264253,9.37940781309172,Grvl,0.0,0.6931471805599453,4,4,Inside,3,Edwards,Norm,Norm,Duplex,SFoyer,6,1.791759469228055,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,4.653960350157523,1.3862943611198906,1.6094379124341003,CBlock,4.0,3.0,1.3862943611198906,6.0,6.705639094860003,0.6931471805599453,0.0,0.0,816,GasA,3,Y,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,0.6931471805599453,0.0,1,0.0,3,0.6931471805599453,3,1.791759469228055,8,0.0,0.0,Missing,0.0,0.0,0,0,0.0,0.0,3,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,5,2007,WD,Normal,11.682676678340282,7.398174092970465,6.705639094860003,3.4965075614664802,2.0,1,0,1,0,0,0,1
583,584,75,RM,4.330733340286331,9.510519035757246,Pave,0.0,0.6931471805599453,4,4,Inside,3,OldTown,Artery,PosA,1Fam,2.5Unf,10,2.302585092994046,1893,2000,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,1.791759469228055,1.791759469228055,BrkTil,3.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,7.121252453244542,1237,GasA,4,Y,SBrkr,7.3277805384216315,7.134890851565884,0.0,7.9287663216266955,0.0,0.0,3,0.6931471805599453,3,0.6931471805599453,4,2.302585092994046,8,0.6931471805599453,4.0,Detchd,1988.0,1.0,2,880,4.0,3.0,3,4.663439094112067,6.220590170099739,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2008,WD,Normal,12.691583538230217,8.297294370266917,7.9287663216266955,6.220590170099739,3.5,1,1,1,0,1,0,1
584,585,50,RM,3.9512437185814275,8.71948076085107,Pave,0.0,0.6931471805599453,4,4,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,2.0794415416798357,1935,1995,Gable,CompShg,AsbShng,AsbShng,None,0.0,1.3862943611198906,1.3862943611198906,BrkTil,3.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.785587645007929,884,GasA,5,Y,SBrkr,6.897704943128636,6.371611847231857,0.0,7.3613754289773485,0.0,0.0,1,0.0,3,0.6931471805599453,4,1.9459101490553132,8,0.0,0.0,Detchd,1935.0,1.0,1,240,3.0,3.0,3,0.0,0.0,4.007333185232471,0.0,4.795790545596741,0.0,0.0,Missing,Missing,0.0,7,2009,WD,Normal,11.798111925972618,7.80710329012598,7.3613754289773485,5.1647859739235145,1.0,1,1,1,0,1,0,1
585,586,20,RL,4.48863636973214,9.345220854170002,Pave,0.0,0.6931471805599453,4,4,Inside,3,Timber,Norm,Norm,1Fam,1Story,8,1.791759469228055,2005,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.342334251964811,1.6094379124341003,1.3862943611198906,PConc,5.0,3.0,1.6094379124341003,6.0,7.2868764117507,0.6931471805599453,0.0,6.013715156042802,1868,GasA,5,Y,SBrkr,7.615298339825815,0.0,0.0,7.615298339825815,0.6931471805599453,0.0,2,0.0,2,0.6931471805599453,4,2.0794415416798357,8,1.0986122886681098,4.0,Attchd,2005.0,2.0,3,880,3.0,3.0,3,5.7899601708972535,4.204692619390966,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,3,2006,New,Partial,12.820990681250251,8.26796230533871,7.615298339825815,4.204692619390966,3.0,1,1,1,0,1,1,0
586,587,30,RL,4.02535169073515,9.236787541991031,Pave,0.0,0.6931471805599453,4,4,Inside,3,BrkSide,RRAn,Norm,1Fam,1Story,6,2.0794415416798357,1918,2000,Gable,CompShg,Stucco,Wd Shng,None,0.0,1.3862943611198906,1.6094379124341003,BrkTil,3.0,4.0,1.0986122886681098,3.0,5.351858133476067,1.791759469228055,6.408528791059498,0.0,816,GasA,5,Y,SBrkr,6.732210706467206,0.0,0.0,6.732210706467206,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,2,1.791759469228055,8,0.0,0.0,Detchd,1961.0,3.0,1,275,3.0,3.0,1,0.0,0.0,4.727387818712341,0.0,0.0,0.0,0.0,MnWw,Missing,0.0,5,2008,WD,Normal,11.775297421715827,7.411556287811163,6.732210706467206,4.727387818712341,2.0,1,1,1,0,1,0,1
587,588,85,RL,4.31748811353631,9.075779878580487,Pave,0.0,1.0986122886681098,4,4,Inside,3,Sawyer,Norm,Norm,1Fam,SFoyer,5,1.9459101490553132,1982,1982,Hip,CompShg,HdBoard,HdBoard,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,1.3862943611198906,5.0,6.511745329644728,0.6931471805599453,0.0,5.1298987149230735,840,GasA,3,Y,SBrkr,6.7580945044277305,0.0,0.0,6.7580945044277305,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,3,1.6094379124341003,8,0.0,0.0,Detchd,1996.0,1.0,2,528,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,7,2009,WD,Normal,11.827743504053695,7.438971592395862,6.7580945044277305,0.0,2.0,1,1,0,0,0,0,1
588,589,20,RL,4.189654742026425,10.130463749870515,Pave,0.0,1.0986122886681098,1,4,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,5,2.1972245773362196,1968,2003,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,1.6094379124341003,6.0,7.1891677384203225,0.6931471805599453,0.0,4.736198448394496,1437,GasA,5,Y,SBrkr,7.295735072749282,0.0,0.0,7.295735072749282,1.0986122886681098,0.0,1,0.0,1,0.6931471805599453,5,1.791759469228055,8,1.0986122886681098,4.0,Attchd,1968.0,1.0,1,452,3.0,3.0,3,0.0,3.8918202981106265,0.0,0.0,4.110873864173311,0.0,0.0,Missing,Missing,0.0,6,2009,WD,Partial,11.870606902224587,7.976251943745623,7.295735072749282,4.6913478822291435,3.0,1,1,1,0,1,0,0
589,590,40,RM,3.9318256327243257,9.116139576577355,Pave,0.0,0.6931471805599453,4,4,Inside,3,BrkSide,RRAn,Feedr,1Fam,1Story,5,1.9459101490553132,1930,1960,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.3862943611198906,1.3862943611198906,BrkTil,3.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.610696044717759,742,GasA,3,Y,FuseA,6.659293919683638,0.0,5.056245805348308,6.841615476477592,0.0,0.0,1,0.0,2,0.6931471805599453,3,1.6094379124341003,8,0.0,0.0,Detchd,1988.0,1.0,1,308,3.0,3.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Shed,6.398594934535208,8,2008,WD,Normal,11.283524879179666,7.425357887027151,6.659293919683638,0.0,1.0,1,1,0,0,1,0,1
590,591,60,RL,4.174387269895637,9.02653771890043,Pave,0.0,0.6931471805599453,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,2Story,7,1.791759469228055,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,0.6931471805599453,6.0,6.19644412779452,0.6931471805599453,0.0,5.638354669333745,770,GasA,5,Y,SBrkr,6.647688373563329,6.70073110954781,0.0,7.367077059881012,0.0,0.0,2,0.6931471805599453,3,0.6931471805599453,4,1.9459101490553132,8,0.0,0.0,Attchd,2004.0,2.0,2,520,3.0,3.0,3,0.0,3.828641396489095,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,9,2008,WD,Normal,12.132969552931216,7.763446388727362,7.367077059881012,3.828641396489095,2.5,1,1,1,0,0,1,1
591,592,60,RL,4.584967478670572,9.508888197738269,Pave,0.0,1.0986122886681098,4,4,Corner,3,NridgHt,Norm,Norm,1Fam,2Story,10,1.791759469228055,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,6.042632833682381,1.791759469228055,1.3862943611198906,PConc,5.0,3.0,1.6094379124341003,6.0,7.199678345691172,0.6931471805599453,0.0,5.953243334287785,1722,GasA,5,Y,SBrkr,7.455298485683291,6.343880434126331,0.0,7.739359202689098,0.6931471805599453,0.0,2,0.6931471805599453,3,0.6931471805599453,5,2.3978952727983707,8,0.6931471805599453,4.0,BuiltIn,2008.0,2.0,3,842,3.0,3.0,3,5.948034989180646,5.616771097666572,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,6,2009,ConLI,Normal,13.02132904585825,8.2987883944492,7.739359202689098,5.616771097666572,3.5,1,1,1,0,0,1,1
592,593,20,RL,4.110873864173311,8.79497643168877,Pave,0.0,0.6931471805599453,4,4,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,2.1972245773362196,1982,2003,Gable,CompShg,HdBoard,HdBoard,None,0.0,1.3862943611198906,1.6094379124341003,PConc,3.0,4.0,0.6931471805599453,6.0,6.705639094860003,0.6931471805599453,0.0,0.0,816,GasA,5,Y,SBrkr,6.705639094860003,0.0,0.0,6.705639094860003,0.6931471805599453,0.0,1,0.0,2,0.6931471805599453,3,1.6094379124341003,8,0.0,0.0,Detchd,1985.0,3.0,2,816,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,6,2008,WD,Normal,11.835016210489899,7.398174092970465,6.705639094860003,0.0,2.0,1,1,0,0,1,0,1
593,594,120,RM,4.2626798770413155,8.397508348470257,Pave,0.0,0.6931471805599453,4,4,Inside,3,CollgCr,Norm,Norm,TwnhsE,1Story,6,1.791759469228055,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.14166355650266,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,1.3862943611198906,6.0,6.530877627725885,0.6931471805599453,0.0,5.099866427824199,848,GasA,5,Y,SBrkr,6.744059186311348,0.0,0.0,6.744059186311348,0.6931471805599453,0.0,1,0.0,1,0.6931471805599453,4,1.6094379124341003,8,0.0,0.0,Attchd,2003.0,3.0,2,420,3.0,3.0,3,4.948759890378168,0.0,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,5,2009,WD,Normal,11.849404844423074,7.436617265234227,6.744059186311348,0.0,2.0,1,1,0,0,0,1,1
594,595,20,RL,4.48863636973214,8.986071187374463,Pave,0.0,1.0986122886681098,4,4,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,5,1.9459101490553132,1975,1975,Hip,CompShg,HdBoard,HdBoard,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,4.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.829793737512425,924,GasA,3,Y,SBrkr,6.829793737512425,0.0,0.0,6.829793737512425,0.0,0.0,1,0.0,3,0.6931471805599453,3,1.791759469228055,8,0.0,0.0,Detchd,1981.0,1.0,1,280,3.0,3.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MnPrv,Missing,0.0,4,2008,WD,Normal,11.608244735642321,7.522400231387125,6.829793737512425,0.0,1.0,1,1,0,0,0,0,1
595,596,20,RL,4.248495242049359,9.33282345619073,Pave,0.0,1.0986122886681098,4,4,Inside,3,StoneBr,Norm,Norm,1Fam,1Story,8,1.791759469228055,2005,2006,Gable,CompShg,VinylSd,Other,BrkFace,5.476463551931511,1.6094379124341003,1.3862943611198906,PConc,4.0,3.0,1.6094379124341003,6.0,7.260522598089852,0.6931471805599453,0.0,5.973809611869261,1814,GasA,5,Y,SBrkr,7.510430556378006,0.0,0.0,7.510430556378006,0.6931471805599453,0.0,2,0.0,3,0.6931471805599453,4,2.0794415416798357,8,0.6931471805599453,3.0,Attchd,2005.0,3.0,3,758,3.0,3.0,3,5.198497031265826,4.330733340286331,0.0,0.0,4.795790545596741,0.0,0.0,Missing,Missing,0.0,8,2006,New,Partial,12.672949516558306,8.200013648175434,7.510430556378006,5.278114659230517,3.0,1,1,1,0,1,1,0
596,597,70,RM,4.110873864173311,8.188966863648876,Pave,0.6931471805599453,0.6931471805599453,4,4,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,2.0794415416798357,1910,1993,Gable,CompShg,VinylSd,VinylSd,None,0.0,1.3862943611198906,1.3862943611198906,CBlock,3.0,3.0,0.6931471805599453,1.0,0.0,0.6931471805599453,0.0,6.529418838262226,684,GasA,5,N,FuseA,6.529418838262226,6.529418838262226,0.0,7.221835825288449,0.0,0.0,1,0.0,3,0.6931471805599453,3,2.0794415416798357,8,0.0,0.0,Detchd,1930.0,1.0,1,216,3.0,2.0,1,0.0,5.0689042022202315,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,10,2006,WD,Normal,11.648373769145277,7.627057417018934,7.221835825288449,5.0689042022202315,1.0,1,1,1,0,1,0,1
597,598,120,RL,3.9889840465642745,8.274611946209552,Pave,0.0,0.6931471805599453,4,4,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,1.791759469228055,2006,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4.290459441148391,1.6094379124341003,1.3862943611198906,PConc,5.0,3.0,1.3862943611198906,1.0,0.0,0.6931471805599453,0.0,7.138073034044347,1258,GasA,5,Y,SBrkr,7.246368080102461,0.0,0.0,7.246368080102461,0.0,1.0986122886681098,0,1.0986122886681098,2,0.6931471805599453,4,2.0794415416798357,8,0.6931471805599453,4.0,Attchd,2006.0,3.0,3,648,3.0,3.0,3,4.795790545596741,2.833213344056216,0.0,0.0,0.0,0.0,0.0,Missing,Missing,0.0,2,2007,New,Partial,12.176654133447505,7.886457270977689,7.246368080102461,2.833213344056216,2.0,1,1,1,0,1,1,0
